apr,nPaidOff,hasCF,isFraud,payFreq__B,payFreq__I,payFreq__M,payFreq__S,payFreq__W,fraud_rate_of_state,leadType_bvMandatory,leadType_california,leadType_express,leadType_instant-offer,leadType_lead,leadType_lionpay,leadType_organic,leadType_prescreen,leadType_rc_returning,leadType_repeat,clearfraudscore,past_loan_count,loanAmount_log,scheduledPayment_log,leadCost_log,past_paid_off_loan_amount_log
590.0,0.0,1,1,1,0,0,0,0,0.6558966074313409,1,0,0,0,0,0,0,0,0,0,586.0,0,6.398594934535208,7.452935951578429,1.3862943611198906,0.0
590.0,0.0,1,1,0,0,0,0,1,0.519916142557652,0,0,0,0,1,0,0,0,0,0,777.0,0,6.398594934535208,7.5013748990766995,3.713572066704308,0.0
590.0,0.0,1,0,1,0,0,0,0,0.519916142557652,0,0,0,0,1,0,0,0,0,0,839.0,0,6.68586094706836,7.706333972679528,3.713572066704308,0.0
601.0,0.0,1,0,0,0,0,0,1,0.4894851341551849,1,0,0,0,0,0,0,0,0,0,592.0,0,6.68586094706836,7.800306443973551,2.3978952727983707,0.0
590.0,0.0,1,0,0,0,0,0,1,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,671.0,0,5.707110264748875,6.768044835280899,0.0,0.0
490.0,0.0,1,1,1,0,0,0,0,0.6288659793814433,1,0,0,0,0,0,0,0,0,0,719.0,0,6.68586094706836,7.633011405459702,1.9459101490553132,0.0
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,662.0,0,6.55250788703459,7.675012217408495,1.3862943611198906,0.0
650.0,0.0,1,1,0,0,0,0,1,0.519916142557652,1,0,0,0,0,0,0,0,0,0,551.0,0,5.860786223465865,7.0855164530197605,2.3978952727983707,0.0
590.0,0.0,1,0,1,0,0,0,0,0.7121090617481957,1,0,0,0,0,0,0,0,0,0,721.0,0,5.860786223465865,6.969809466717409,2.3978952727983707,0.0
475.0,0.0,0,0,0,0,1,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,639.7952726737395,0,5.707110264748875,6.45549726086394,1.3862943611198906,0.0
475.0,1.0,0,0,0,0,1,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,649.0213980770828,1,5.707110264748875,6.574643390063129,0.0,5.707110264748875
590.0,0.0,1,1,1,0,0,0,0,0.6288659793814433,1,0,0,0,0,0,0,0,0,0,523.0,0,5.707110264748875,6.8875015499548695,1.9459101490553132,0.0
590.0,0.0,1,0,1,0,0,0,0,0.5433726578764747,1,0,0,0,0,0,0,0,0,0,754.0,0,6.803505257608338,7.780833661713399,2.3978952727983707,0.0
531.0,1.0,0,0,1,0,0,0,0,0.5433726578764747,0,0,0,0,0,0,1,0,0,0,714.9713350529858,1,6.398594934535208,7.470104470620704,0.0,6.803505257608338
525.0,1.0,0,0,1,0,0,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,668.4180629407222,0,5.707110264748875,6.714801398830985,0.0,0.0
645.0,0.0,1,1,1,0,0,0,0,0.7457627118644068,1,0,0,0,0,0,0,0,0,0,715.0,0,7.1316985104669115,8.284082634109831,1.3862943611198906,0.0
490.0,4.0,0,0,1,0,0,0,0,0.7121090617481957,0,0,0,0,0,0,0,0,1,0,760.0,0,6.90875477931522,7.843993725665985,0.0,0.0
590.0,0.0,1,1,0,0,0,0,1,0.519916142557652,1,0,0,0,0,0,0,0,0,0,610.0,0,6.55250788703459,7.6467310998685,1.3862943611198906,0.0
590.0,0.0,1,1,0,0,0,0,1,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,565.0,0,5.993961427306569,7.05501081326389,1.3862943611198906,0.0
590.0,0.0,1,1,0,0,0,0,1,0.6610470275066548,1,0,0,0,0,0,0,0,0,0,439.0,0,5.993961427306569,7.127428816757064,2.3978952727983707,0.0
590.0,0.0,1,0,1,0,0,0,0,0.5577889447236181,0,0,0,0,0,0,1,0,0,0,886.0,0,6.2166061010848646,7.327096993425645,0.0,0.0
590.0,0.0,1,1,0,0,0,0,1,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,688.0,0,6.55250788703459,7.660670243789794,1.3862943611198906,0.0
590.0,0.0,1,1,0,0,0,1,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,646.0,0,6.2166061010848646,7.378877032893443,1.3862943611198906,0.0
590.0,0.0,1,1,1,0,0,0,0,0.6852941176470588,1,0,0,0,0,0,0,0,0,0,921.0,0,7.1316985104669115,8.242995790729442,1.3862943611198906,0.0
590.0,0.0,1,1,0,0,1,0,0,0.6971987550022232,1,0,0,0,0,0,0,0,0,0,574.0,0,5.707110264748875,6.617991040326031,1.9459101490553132,0.0
645.0,0.0,1,1,0,0,0,1,0,0.6484375,1,0,0,0,0,0,0,0,0,0,763.0,0,6.55250788703459,7.66692425508408,1.3862943611198906,0.0
625.0,0.0,1,0,1,0,0,0,0,0.5433726578764747,1,0,0,0,0,0,0,0,0,0,638.0,0,5.860786223465865,7.008107272908841,1.3862943611198906,0.0
390.0,0.0,0,0,0,0,1,0,0,0.47190517998244075,0,0,0,0,0,0,1,0,0,0,628.24329352103,0,5.707110264748875,6.588458692761014,0.0,0.0
680.0,0.0,1,0,1,0,0,0,0,0.6971987550022232,0,0,0,0,1,0,0,0,0,0,545.0,0,5.993961427306569,7.154591919139,3.258096538021482,0.0
360.0,0.0,1,0,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,562.0,0,5.786897381366708,6.464588303689961,1.3862943611198906,0.0
324.0,1.0,1,1,1,0,0,0,0,0.4495592556317336,0,0,0,0,0,0,1,0,0,0,562.0,1,5.993961427306569,6.669967522804199,0.0,5.786897381366708
590.0,0.0,1,1,0,0,0,0,1,0.5433726578764747,0,0,0,0,1,0,0,0,0,0,832.0,0,5.993961427306569,7.08206146501296,3.713572066704308,0.0
590.0,0.0,1,1,0,0,0,0,1,0.519916142557652,1,0,0,0,0,0,0,0,0,0,652.0,0,5.929589143389895,7.063998054564422,1.3862943611198906,0.0
359.0,0.0,1,1,1,0,0,0,0,0.833984375,0,0,0,0,1,0,0,0,0,0,732.0,0,6.803505257608338,7.4741594025141875,3.713572066704308,0.0
645.0,0.0,1,0,1,0,0,0,0,0.6484375,0,0,0,0,1,0,0,0,0,0,774.0,0,5.993961427306569,7.098119407419277,3.258096538021482,0.0
590.0,1.0,0,0,1,0,0,0,0,0.6489971346704871,0,0,0,0,0,0,0,0,1,0,754.5,0,6.55250788703459,7.607018717047323,0.0,0.0
360.0,0.0,1,1,1,0,0,0,0,0.4495592556317336,0,0,0,0,1,0,0,0,0,0,731.0,0,6.90875477931522,7.716322706009278,3.258096538021482,0.0
590.0,0.0,1,1,0,0,0,0,1,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,753.0,0,7.313886831633462,8.449079219298344,2.3978952727983707,0.0
590.0,0.0,1,0,1,0,0,0,0,0.5827067669172933,0,0,0,0,1,0,0,0,0,0,917.0,0,6.55250788703459,7.585854809402516,4.61512051684126,0.0
531.0,1.0,1,1,1,0,0,0,0,0.5827067669172933,0,0,0,0,1,0,0,0,0,0,917.0,1,6.90875477931522,7.990942544647433,3.713572066704308,6.55250788703459
645.0,0.0,1,1,0,0,0,0,1,0.6489971346704871,0,0,0,0,1,0,0,0,0,0,926.0,0,7.496097345175956,8.7381118695346,3.713572066704308,0.0
590.0,0.0,1,0,0,0,0,0,1,0.5433726578764747,1,0,0,0,0,0,0,0,0,0,563.0,0,5.860786223465865,6.934737950312024,1.3862943611198906,0.0
501.5,1.0,1,1,0,0,0,0,1,0.5433726578764747,0,0,0,0,0,0,1,0,0,0,563.0,1,5.707110264748875,6.736895781091615,0.0,5.860786223465865
601.0,0.0,1,1,1,0,0,0,0,0.4894851341551849,1,0,0,0,0,0,0,0,0,0,634.0,0,6.398594934535208,7.525418926353314,1.9459101490553132,0.0
590.0,0.0,1,0,1,0,0,0,0,0.6558966074313409,1,0,0,0,0,0,0,0,0,0,738.0,0,6.68586094706836,7.768930684960652,2.3978952727983707,0.0
360.0,0.0,1,0,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,642.0,0,5.5254529391317835,6.213066911403363,1.9459101490553132,0.0
390.0,0.0,0,1,0,0,1,0,0,0.6971987550022232,1,0,0,0,0,0,0,0,0,0,592.7181356918896,0,5.707110264748875,6.572897738037926,1.3862943611198906,0.0
360.0,0.0,1,0,1,0,0,0,0,0.4495592556317336,0,0,0,0,1,0,0,0,0,0,828.0,0,6.2166061010848646,6.931520632532399,4.330733340286331,0.0
324.0,1.0,1,0,1,0,0,0,0,0.4495592556317336,0,0,0,0,0,0,1,0,0,0,828.0,1,6.90875477931522,7.601891969815275,0.0,6.2166061010848646
306.0,2.0,0,1,1,0,0,0,0,0.4495592556317336,0,0,0,0,0,0,1,0,0,0,819.4760138100031,2,7.0909098220799835,7.751144080372624,0.0,7.313886831633462
590.0,0.0,1,0,1,0,0,0,0,0.5433726578764747,1,0,0,0,0,0,0,0,0,0,628.0,0,6.55250788703459,7.635468123979392,2.3978952727983707,0.0
645.0,0.0,1,0,0,0,0,0,1,0.7340425531914894,1,0,0,0,0,0,0,0,0,0,558.0,0,5.707110264748875,6.937391748110444,1.3862943611198906,0.0
645.0,0.0,1,1,1,0,0,0,0,0.7121090617481957,1,0,0,0,0,0,0,0,0,0,572.0,0,5.860786223465865,7.104940817424634,2.3978952727983707,0.0
490.0,0.0,1,1,1,0,0,0,0,0.6288659793814433,1,0,0,0,0,0,0,0,0,0,462.0,0,6.2166061010848646,7.247998966163072,2.3978952727983707,0.0
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,583.0,0,5.993961427306569,7.040641463504671,1.9459101490553132,0.0
590.0,0.0,1,0,0,0,0,0,1,0.5433726578764747,1,0,0,0,0,0,0,0,0,0,699.0,0,6.2166061010848646,7.376489352683163,1.3862943611198906,0.0
360.0,0.0,1,0,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,748.0,0,5.860786223465865,6.5777639955406135,1.9459101490553132,0.0
315.0,2.0,1,1,0,0,0,1,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,714.0,0,6.439350371100098,7.0656646005429815,1.3862943611198906,0.0
360.0,0.0,1,1,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,713.0,0,5.707110264748875,6.433647238151309,1.3862943611198906,0.0
680.0,0.0,1,1,1,0,0,0,0,0.6971987550022232,1,0,0,0,0,0,0,0,0,0,524.0,0,5.993961427306569,7.154591919139,1.3862943611198906,0.0
590.0,0.0,1,1,1,0,0,0,0,0.519916142557652,1,0,0,0,0,0,0,0,0,0,662.0,0,6.2166061010848646,7.386594756890272,1.3862943611198906,0.0
645.0,0.0,1,0,0,0,0,1,0,0.6484375,0,0,0,0,1,0,0,0,0,0,767.0,0,6.68586094706836,7.831962591873211,2.3978952727983707,0.0
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,0,0,0,0,1,0,0,0,0,0,758.0,0,7.496097345175956,8.600852121898114,3.713572066704308,0.0
645.0,0.0,1,1,0,0,0,0,1,0.7121090617481957,1,0,0,0,0,0,0,0,0,0,634.0,0,6.2166061010848646,7.45263444287298,1.3862943611198906,0.0
680.0,0.0,1,1,0,0,0,1,0,0.6971987550022232,0,0,0,0,1,0,0,0,0,0,429.0,0,5.860786223465865,7.138970169226565,2.3978952727983707,0.0
680.0,0.0,1,0,0,0,0,0,1,0.6971987550022232,0,0,0,0,1,0,0,0,0,0,818.0,0,6.621405651764134,7.8422159334662505,4.330733340286331,0.0
601.0,0.0,1,0,0,1,0,0,0,0.4894851341551849,0,0,0,0,1,0,0,0,0,0,822.0,0,6.90875477931522,8.10087136180698,3.258096538021482,0.0
360.0,0.0,1,1,1,0,0,0,0,0.4495592556317336,0,0,0,0,0,0,0,1,0,0,659.0,0,5.707110264748875,6.5218427669149435,0.0,0.0
360.0,0.0,1,0,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,762.0,0,5.929589143389895,6.6563537040469285,1.9459101490553132,0.0
590.0,0.0,1,0,0,0,0,0,1,0.519916142557652,0,0,0,0,1,0,0,0,0,0,765.0,0,6.398594934535208,7.485800202385927,3.713572066704308,0.0
590.0,0.0,1,1,0,0,0,0,1,0.7121090617481957,1,0,0,0,0,0,0,0,0,0,506.0,0,5.993961427306569,7.1449437372169315,1.3862943611198906,0.0
590.0,0.0,1,0,1,0,0,0,0,0.521505376344086,0,0,0,0,1,0,0,0,0,0,853.0,0,7.313886831633462,8.411405918043624,1.9459101490553132,0.0
500.0,0.0,1,1,0,0,0,1,0,0.5827067669172933,0,0,0,0,1,0,0,0,0,0,773.0,0,6.55250788703459,7.519822547491341,4.330733340286331,0.0
251.0,0.0,1,1,0,0,0,0,1,0.6558966074313409,0,0,0,0,0,0,0,1,0,0,866.0,0,7.8636512654486515,8.847837047405973,0.0,0.0
550.0,1.0,0,0,1,0,0,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,826.2959583818276,0,6.2166061010848646,7.171925603847945,0.0,0.0
550.0,2.0,0,0,1,0,0,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,640.6509137914451,1,5.707110264748875,6.728712341636785,0.0,6.2166061010848646
550.0,3.0,0,1,1,0,0,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,719.6653468715064,2,6.398594934535208,7.408960777371131,0.0,6.68586094706836
601.0,0.0,1,0,0,0,0,0,1,0.6419437340153452,1,0,0,0,0,0,0,0,0,0,520.0,0,6.398594934535208,7.507371695637834,1.9459101490553132,0.0
590.0,0.0,1,1,1,0,0,0,0,0.519916142557652,1,0,0,0,0,0,0,0,0,0,750.0,0,5.993961427306569,7.092956020276934,1.3862943611198906,0.0
645.0,0.0,1,1,0,0,0,1,0,0.7121090617481957,1,0,0,0,0,0,0,0,0,0,586.0,0,5.993961427306569,7.089576710734409,1.9459101490553132,0.0
360.0,1.0,1,0,0,0,1,0,0,0.4495592556317336,0,0,0,0,0,0,1,0,0,0,786.0,0,5.707110264748875,6.452947604158345,0.0,0.0
315.0,2.0,1,0,0,0,1,0,0,0.4495592556317336,0,0,0,0,0,0,0,1,0,0,839.0,1,5.929589143389895,6.646247647499819,0.0,5.707110264748875
650.0,0.0,1,0,1,0,0,0,0,0.5433726578764747,0,0,0,0,1,0,0,0,0,0,778.0,0,5.860786223465865,7.066970256436442,1.9459101490553132,0.0
360.0,0.0,1,0,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,414.0,0,5.993961427306569,6.6823341359238695,1.9459101490553132,0.0
590.0,0.0,1,0,0,1,0,0,0,0.5827067669172933,0,0,0,0,1,0,0,0,0,0,896.0,0,6.2166061010848646,7.270792937850347,4.330733340286331,0.0
590.0,1.0,0,1,1,0,0,0,0,0.7560975609756098,0,0,0,0,0,0,0,0,1,0,820.0,0,6.803505257608338,7.968000889705056,0.0,0.0
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,453.0,0,5.860786223465865,6.947917856134541,1.3862943611198906,0.0
449.99,1.0,0,0,1,0,0,0,0,0.47190517998244075,0,0,0,0,0,0,1,0,0,0,515.6666666666666,0,6.2166061010848646,6.798922073845338,0.0,0.0
404.1,2.0,0,0,1,0,0,0,0,0.47190517998244075,0,0,0,0,0,0,1,0,0,0,800.1971244116727,1,6.398594934535208,7.032306470025879,0.0,6.2166061010848646
590.0,0.0,1,1,0,0,0,1,0,0.6558966074313409,1,0,0,0,0,0,0,0,0,0,473.0,0,5.993961427306569,7.099127422046479,1.3862943611198906,0.0
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,471.0,0,5.993961427306569,6.983493350373308,1.3862943611198906,0.0
449.99,0.0,0,1,0,0,1,0,0,0.47190517998244075,1,0,0,0,0,0,0,0,0,0,652.7197506215216,0,5.707110264748875,6.421427126816534,1.9459101490553132,0.0
590.0,1.0,0,0,1,0,0,0,0,0.521505376344086,0,0,0,0,0,0,0,0,1,0,669.6666666666666,0,6.2166061010848646,7.299310761898731,0.0,0.0
360.0,0.0,1,1,0,0,0,0,1,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,637.0,0,5.786897381366708,6.5546454012079005,1.3862943611198906,0.0
680.0,0.0,1,1,0,0,0,0,1,0.6971987550022232,0,0,0,0,1,0,0,0,0,0,648.0,0,6.2166061010848646,7.487448166346739,3.258096538021482,0.0
680.0,0.0,1,0,0,0,0,0,1,0.6971987550022232,1,0,0,0,0,0,0,0,0,0,708.0,0,5.707110264748875,6.987194727808562,1.9459101490553132,0.0
590.0,0.0,1,0,0,0,1,0,0,0.47190517998244075,1,0,0,0,0,0,0,0,0,0,808.0,0,7.313886831633462,8.317385234798992,1.9459101490553132,0.0
645.0,0.0,1,1,1,0,0,0,0,0.75177304964539,1,0,0,0,0,0,0,0,0,0,613.0,0,5.707110264748875,6.93124717099599,1.3862943611198906,0.0
590.0,0.0,1,1,0,0,0,0,1,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,672.0,0,5.929589143389895,7.022992855482217,1.9459101490553132,0.0
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,555.0,0,5.993961427306569,7.168549080148207,1.3862943611198906,0.0
449.99,0.0,0,0,1,0,0,0,0,0.47190517998244075,1,0,0,0,0,0,0,0,0,0,587.1903257626196,0,5.707110264748875,6.628993303904915,2.3978952727983707,0.0
449.99,1.0,0,0,1,0,0,0,0,0.47190517998244075,0,0,0,0,0,0,1,0,0,0,652.9396265437047,1,5.929589143389895,6.5369669220049005,0.0,5.707110264748875
590.0,0.0,1,1,0,0,0,1,0,0.6484375,1,0,0,0,0,0,0,0,0,0,669.0,0,5.993961427306569,6.992353747247477,1.3862943611198906,0.0
360.0,0.0,1,1,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,558.0,0,5.993961427306569,6.809105529015753,1.3862943611198906,0.0
490.0,0.0,1,1,1,0,0,0,0,0.6288659793814433,1,0,0,0,0,0,0,0,0,0,472.0,0,6.2166061010848646,7.221404760881483,2.3978952727983707,0.0
590.0,0.0,1,0,1,0,0,0,0,0.5433726578764747,1,0,0,0,0,0,0,0,0,0,686.0,0,6.398594934535208,7.520944331624911,1.3862943611198906,0.0
531.0,1.0,1,1,1,0,0,0,0,0.5433726578764747,0,0,0,0,0,0,1,0,0,0,686.0,1,6.398594934535208,7.383299779210985,0.0,6.398594934535208
645.0,0.0,1,1,0,0,0,1,0,0.75177304964539,1,0,0,0,0,0,0,0,0,0,435.0,0,6.2166061010848646,7.299966271411885,1.3862943611198906,0.0
590.0,0.0,1,1,1,0,0,0,0,0.7121090617481957,0,0,0,0,1,0,0,0,0,0,754.0,0,6.398594934535208,7.4672224844511605,3.258096538021482,0.0
590.0,0.0,1,1,0,0,0,0,1,0.6558966074313409,1,0,0,0,0,0,0,0,0,0,465.0,0,5.707110264748875,6.86802643675314,1.3862943611198906,0.0
360.0,0.0,1,1,1,0,0,0,0,0.4495592556317336,0,0,0,0,0,0,1,0,0,0,693.0,0,5.993961427306569,6.769710860817491,0.0,0.0
475.0,0.0,1,1,1,0,0,0,0,0.6288659793814433,0,0,0,0,1,0,0,0,0,0,922.0,0,7.601402334583733,8.527238567257438,2.3978952727983707,0.0
590.0,0.0,1,1,0,0,0,0,1,0.47190517998244075,1,0,0,0,0,0,0,0,0,0,561.0,0,5.860786223465865,7.011123811959171,1.3862943611198906,0.0
645.0,0.0,1,0,0,0,0,0,1,0.5577889447236181,1,0,0,0,0,0,0,0,0,0,755.0,0,6.311734809152915,7.5477811796170755,1.3862943611198906,0.0
590.0,0.0,1,0,0,1,0,0,0,0.5827067669172933,0,0,0,0,1,0,0,0,0,0,822.0,0,6.621405651764134,7.612183587659945,4.61512051684126,0.0
